,type_appartement,nombre_pièces,nombre_chambres,surface,étage,terasse,ascenceur,prix_achat,credit,localisation,description
783,Appartement,2,1,54.0,,non défini,non défini,390000,1616,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
784,Appartement,4,3,104.0,,non défini,non défini,678000,2803,Lyon 7ème,La Guillotière Sud
785,Appartement,1,,37.0,5,non défini,non défini,330000,1369,Lyon 2ème,Cordeliers-Célestins-Bourse
786,Appartement,2,1,24.0,,non défini,non défini,155000,648,Lyon 8ème,Monplaisir-Le Bachut
787,Appartement,3,2,82.0,,non défini,non défini,699000,2889,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
788,Appartement,5,3,265.0,,non défini,non défini,1050000,4336,Lyon 4ème,Plateau de la Croix Rousse-Saône
789,Appartement,3,2,80.0,,non défini,non défini,550000,2275,Lyon 2ème,Cordeliers-Célestins-Bourse
790,Appartement,4,3,49.0,,non défini,non défini,245000,1019,Lyon 8ème,Laënnec-Mermoz
791,Appartement,4,3,109.0,,non défini,non défini,683500,2826,Lyon 3ème,Villette
792,Appartement,3,2,61.0,,non défini,non défini,278000,1155,Lyon 8ème,Sauvegarder
793,Appartement,4,3,84.0,,non défini,non défini,420000,1740,Lyon 9ème,Vaise-Rochecardon-Industrie
794,Appartement,4,2,105.0,,non défini,non défini,765000,3161,Lyon 6ème,Tête d'Or-Foch-Vitton
795,Appartement,2,1,42.0,,non défini,non défini,259000,1076,Lyon 3ème,Villette
796,Appartement,3,2,63.0,,non défini,non défini,334000,1385,Lyon 8ème,Transvaal
797,Appartement,5,4,136.0,,non défini,non défini,995000,4109,Lyon 6ème,Tête d'Or-Foch-Vitton
798,Appartement,1,2,83.0,,non défini,non défini,390000,1616,Lyon 4ème,Croix Rousse-Centre
799,Appartement,3,2,80.0,,non défini,non défini,345000,1431,Lyon 3ème,Montchat
800,Appartement,5,2,132.0,,non défini,non défini,580000,2399,Lyon 1er,Saint Vincent
801,Appartement,4,2,91.0,,non défini,non défini,575000,2378,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
802,Appartement,3,2,67.0,,non défini,non défini,315000,1307,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
803,Appartement,7,4,230.0,,non défini,non défini,1690000,6973,Lyon 2ème,Cordeliers-Célestins-Bourse
804,Appartement,3,2,80.0,,non défini,non défini,345000,1431,Lyon 3ème,Sans Souci-Dauphiné
805,Appartement,3,1,48.0,,non défini,non défini,328700,1364,Lyon 5ème,Vieux Lyon
806,Appartement,4,3,98.0,,non défini,non défini,465000,1925,Lyon 3ème,Part Dieu
807,Appartement,4,3,91.0,,non défini,non défini,510000,2111,Lyon 1er,Croix Paquet
808,Appartement,5,4,96.0,,non défini,non défini,305000,1266,Lyon 8ème,Laënnec-Mermoz
809,Appartement,4,3,61.0,,non défini,non défini,289000,1200,Lyon 7ème,Gerland
810,Appartement,3,1,84.0,,non défini,non défini,250000,1039,Lyon 5ème,Fourvière-Saint Just
811,Appartement,2,1,47.0,,non défini,non défini,265000,1101,Lyon 3ème,Part Dieu
812,Appartement,1,,22.0,,non défini,oui,203000,846,Lyon 1er,Saint Vincent
813,Appartement,1,,21.0,,non défini,oui,180000,751,Lyon 1er,Saint Vincent
814,Appartement,3,2,66.0,,non défini,non défini,430000,1781,Lyon 3ème,Montchat
815,Appartement,2,1,48.0,,non défini,non défini,341000,1414,Lyon 2ème,Perrache-Le Confluent
816,Appartement,3,2,67.0,,non défini,non défini,320000,1328,Lyon 9ème,Saint Rambert
817,Appartement,2,1,36.0,,non défini,non défini,222500,926,Lyon 8ème,Monplaisir-Le Bachut
818,Appartement,3,2,57.0,,non défini,non défini,198000,825,Lyon 8ème,La Plaine
819,Appartement,6,4,175.0,,non défini,non défini,925000,3821,Lyon 5ème,Fourvière-Saint Just
820,Appartement,3,2,65.0,,non défini,non défini,399000,1653,Lyon 2ème,Perrache-Le Confluent
821,Appartement,4,3,83.0,,non défini,non défini,378000,1567,Lyon 9ème,Vaise-Rochecardon-Industrie
822,Appartement,4,2,93.0,,non défini,non défini,640000,2646,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
823,Appartement,3,2,83.0,,non défini,non défini,450000,1863,Lyon 4ème,Plateau de la Croix Rousse-Ouest
824,Appartement,1,,22.0,3,non défini,non défini,240000,998,Lyon 1er,Terreaux
825,Appartement,2,1,60.0,,non défini,non défini,420000,1740,Lyon 6ème,Sauvegarder
826,Appartement,3,2,76.0,,non défini,non défini,490000,2028,Lyon 6ème,Tête d'Or-Foch-Vitton
827,Appartement,2,1,71.0,,non défini,non défini,379000,1571,Lyon 3ème,Sauvegarder
828,Appartement,3,2,63.0,,non défini,non défini,370000,1534,Lyon 8ème,Monplaisir-Le Bachut
829,Appartement,2,1,53.0,,non défini,non défini,369000,1530,Lyon 4ème,Croix Rousse-Gros Caillou
830,Appartement,2,2,36.0,,non défini,non défini,170000,710,Lyon 2ème,Cordeliers-Célestins-Bourse
831,Appartement,5,4,79.0,,non défini,non défini,365000,1513,Lyon 7ème,Gerland
832,Appartement,1,,33.0,,non défini,oui,236000,982,Lyon 8ème,Transvaal
833,Appartement,3,2,80.0,,non défini,non défini,389500,1614,Lyon 9ème,Gorge du Loup-Champvert
834,Appartement,3,2,86.0,,non défini,non défini,379000,1571,Lyon 9ème,Gorge du Loup-Champvert
835,Appartement,4,3,89.0,,non défini,non défini,499000,2065,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
836,Appartement,5,4,109.0,,non défini,non défini,570000,2358,Lyon 3ème,Villette
837,Appartement,4,3,93.0,,non défini,non défini,645000,2667,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
838,Appartement,4,2,93.0,,non défini,non défini,640000,2646,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
839,Appartement,3,2,76.0,,non défini,non défini,490000,2028,Lyon 6ème,Tête d'Or-Foch-Vitton
840,Appartement,1,,36.0,,non défini,oui,152000,635,Lyon 7ème,Gerland
841,Appartement,1,,33.0,,non défini,oui,236000,982,Lyon 8ème,Transvaal
842,Appartement,3,2,66.0,,non défini,non défini,378000,1567,Lyon 3ème,Villette
843,Appartement,4,2,66.0,,non défini,non défini,212000,883,Lyon 8ème,La Plaine
844,Appartement,4,3,81.0,,non défini,non défini,380000,1575,Lyon 9ème,Gorge du Loup-Champvert
845,Appartement,3,2,87.0,,non défini,non défini,615000,2543,Lyon 6ème,Tête d'Or-Foch-Vitton
846,Appartement,5,4,76.0,,non défini,non défini,316000,1311,Lyon 7ème,Jean Macé
847,Appartement,2,1,66.0,,non défini,non défini,280000,1163,Lyon 5ème,Fourvière-Saint Just
848,Appartement,3,2,77.0,,non défini,non défini,397000,1645,Lyon 4ème,Croix Rousse-Gros Caillou
849,Appartement,1,,34.0,,1,non défini,175000,730,Lyon 7ème,Gerland
850,Appartement,4,3,114.0,,non défini,non défini,890000,3676,Lyon 6ème,Tête d'Or-Foch-Vitton
851,Appartement,6,4,234.0,,non défini,non défini,850000,3512,Lyon 4ème,Croix Rousse-Centre
852,Appartement,3,2,105.0,,non défini,non défini,700000,2894,Lyon 2ème,Bellecour-Ainay
853,Appartement,2,1,45.0,,non défini,non défini,240000,998,Lyon 5ème,Point du Jour-Ménival
854,Appartement,2,1,47.0,,non défini,non défini,227000,944,Lyon 7ème,La Guillotière Sud
855,Appartement,3,1,60.0,,non défini,non défini,370000,1534,Lyon 8ème,Monplaisir-Le Bachut
856,Appartement,2,1,61.0,,non défini,non défini,350000,1451,Lyon 7ème,La Guillotière Sud
857,Appartement,3,2,53.0,,non défini,non défini,335000,1389,Lyon 1er,Terreaux
858,Appartement,2,1,33.0,,non défini,non défini,245000,1019,Lyon 4ème,Croix Rousse-Centre
859,Appartement,4,3,133.0,,non défini,non défini,650000,2687,Lyon 4ème,Croix Rousse-Centre
860,Appartement,3,2,70.0,,non défini,non défini,378000,1567,Lyon 3ème,Villette
861,Appartement,5,4,117.0,,non défini,non défini,799000,3301,Lyon 8ème,Transvaal
862,Appartement,3,2,67.0,,non défini,non défini,399000,1653,Lyon 5ème,Sauvegarder
863,Appartement,4,3,91.0,,non défini,non défini,510000,2111,Lyon 1er,Croix Paquet
864,Appartement,4,2,81.0,,non défini,non défini,449000,1859,Lyon 7ème,Gerland
865,Appartement,3,2,68.0,,non défini,non défini,349000,1447,Lyon 8ème,Sauvegarder
866,Appartement,3,2,63.0,,non défini,non défini,405000,1678,Lyon 2ème,Perrache-Le Confluent
867,Appartement,4,3,84.0,,non défini,non défini,557000,2304,Lyon 3ème,Part Dieu
868,Appartement,5,4,126.0,,non défini,non défini,646500,2673,Lyon 8ème,Transvaal
869,Appartement,5,4,96.0,,non défini,non défini,305000,1266,Lyon 8ème,Laënnec-Mermoz
870,Appartement,4,3,61.0,,non défini,non défini,289000,1200,Lyon 7ème,Gerland
871,Appartement,4,3,120.0,,non défini,non défini,1010000,4171,Lyon 8ème,Transvaal
872,Appartement,4,3,91.0,,non défini,non défini,525000,2172,Lyon 5ème,Fourvière-Saint Just
873,Appartement,3,2,64.0,,non défini,non défini,420000,1740,Lyon 7ème,La Guillotière Sud
874,Appartement,2,1,50.0,,non défini,non défini,380000,1575,Lyon 2ème,Perrache-Le Confluent
875,Appartement,3,2,65.0,,non défini,non défini,225000,936,Lyon 8ème,Le Grand Trou
876,Appartement,3,2,67.0,,non défini,non défini,380000,1575,Lyon 3ème,Part Dieu
877,Appartement,1,,18.0,,non défini,oui,129000,541,Lyon 3ème,Sauvegarder
878,Appartement,3,2,67.0,,non défini,non défini,280000,1163,Lyon 3ème,Montchat
879,Appartement,1,,22.0,,non défini,oui,203000,846,Lyon 1er,Saint Vincent
880,Appartement,3,2,88.0,,non défini,non défini,567000,2345,Lyon 7ème,Gerland
881,Appartement,4,3,85.0,,non défini,non défini,487500,2018,Lyon 3ème,Villette
882,Appartement,2,1,45.0,,non défini,non défini,240000,998,Lyon 5ème,Point du Jour-Ménival
883,Appartement,2,1,48.0,,non défini,non défini,255000,1060,Lyon 9ème,Gorge du Loup-Champvert
884,Appartement,2,1,51.0,,non défini,non défini,305000,1266,Lyon 7ème,Jean Macé
885,Appartement,5,4,140.0,,non défini,non défini,850000,3512,Lyon 2ème,Cordeliers-Célestins-Bourse
886,Appartement,4,3,133.0,,non défini,non défini,650000,2687,Lyon 4ème,Croix Rousse-Centre
887,Appartement,3,2,70.0,,non défini,non défini,378000,1567,Lyon 3ème,Villette
888,Appartement,5,4,110.0,,non défini,non défini,489000,2024,Lyon 7ème,Gerland
889,Appartement,5,4,136.0,,non défini,non défini,995000,4109,Lyon 6ème,Tête d'Or-Foch-Vitton
890,Appartement,2,1,63.0,,non défini,non défini,435000,1802,Lyon 2ème,Bellecour-Ainay
891,Appartement,6,5,135.0,,non défini,non défini,599000,2477,Lyon 3ème,Sauvegarder
892,Appartement,4,3,62.0,,non défini,non défini,289000,1200,Lyon 7ème,Gerland
893,Appartement,1,,37.0,,non défini,oui,174000,726,Lyon 5ème,Sauvegarder
894,Appartement,3,2,71.0,,non défini,non défini,475000,1966,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
895,Appartement,3,2,66.0,,non défini,non défini,219000,911,Lyon 8ème,Le Grand Trou
896,Appartement,3,2,94.0,,non défini,non défini,660000,2729,Lyon 6ème,Tête d'Or-Foch-Vitton
897,Appartement,5,3,100.0,,non défini,non défini,625000,2584,Lyon 7ème,La Guillotière Sud
898,Appartement,3,2,69.0,,non défini,non défini,351750,1458,Lyon 7ème,Gerland
899,Appartement,1,,19.0,,non défini,non défini,96300,406,Lyon 3ème,Part Dieu
900,Appartement,3,1,87.0,,non défini,non défini,556000,2300,Lyon 6ème,Sauvegarder
901,Appartement,4,3,89.0,,non défini,non défini,499000,2065,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
902,Appartement,2,1,47.0,,non défini,non défini,290000,1204,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
903,Appartement,4,3,117.0,,non défini,non défini,679000,2807,Lyon 2ème,Cordeliers-Célestins-Bourse
904,Appartement,1,,37.0,5,non défini,non défini,330000,1369,Lyon 2ème,Cordeliers-Célestins-Bourse
905,Appartement,4,3,120.0,,non défini,non défini,1010000,4171,Lyon 8ème,Transvaal
906,Appartement,4,3,91.0,,non défini,non défini,525000,2172,Lyon 5ème,Fourvière-Saint Just
907,Appartement,3,2,64.0,,non défini,non défini,420000,1740,Lyon 7ème,La Guillotière Sud
908,Appartement,4,3,96.0,,non défini,non défini,780000,3223,Lyon 8ème,Monplaisir-Le Bachut
909,Appartement,4,3,69.0,,non défini,non défini,238900,993,Lyon 8ème,La Plaine
910,Appartement,3,2,67.0,,non défini,non défini,280000,1163,Lyon 3ème,Montchat
911,Appartement,4,3,92.0,,non défini,non défini,620000,2564,Lyon 1er,Sauvegarder
912,Appartement,3,1,77.0,,non défini,non défini,565000,2337,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
913,Appartement,3,2,88.0,,non défini,non défini,567000,2345,Lyon 7ème,Gerland
914,Appartement,3,2,53.0,,non défini,non défini,275000,1142,Lyon 3ème,Part Dieu
915,Appartement,4,1,126.0,,non défini,non défini,590000,2440,Lyon 3ème,La Guillotière Nord
916,Appartement,5,4,150.0,,non défini,non défini,1200000,4954,Lyon 9ème,Vaise-Rochecardon-Industrie
917,Appartement,3,1,42.0,,non défini,non défini,275000,1142,Lyon 3ème,Part Dieu
918,Appartement,3,2,69.0,,non défini,non défini,370000,1534,Lyon 4ème,Croix Rousse-Gros Caillou
919,Appartement,3,2,83.0,,non défini,non défini,385000,1595,Lyon 3ème,Sans Souci-Dauphiné
920,Appartement,2,1,47.0,,non défini,non défini,205000,854,Lyon 8ème,Sauvegarder
921,Appartement,5,4,169.0,,non défini,non défini,585000,2420,Lyon 6ème,Sauvegarder
922,Appartement,2,1,62.0,,non défini,non défini,330000,1369,Lyon 7ème,Jean Macé
923,Appartement,4,3,88.0,,non défini,non défini,425000,1760,Lyon 7ème,Jean Macé
924,Appartement,4,3,86.0,,non défini,non défini,515000,2131,Lyon 7ème,Jean Macé
925,Appartement,2,1,51.0,,non défini,non défini,233000,969,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
926,Appartement,2,1,53.0,,non défini,non défini,249000,1035,Lyon 3ème,Villette
927,Appartement,4,2,100.0,,non défini,non défini,575000,2378,Lyon 7ème,Gerland
928,Appartement,3,2,66.0,,non défini,non défini,365000,1513,Lyon 7ème,Gerland
929,Appartement,4,3,90.0,,non défini,non défini,395000,1637,Lyon 7ème,Jean Macé
930,Appartement,4,3,88.0,,non défini,non défini,621000,2568,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
931,Appartement,4,2,71.0,,non défini,non défini,345000,1431,Lyon 3ème,Sans Souci-Dauphiné
932,Appartement,4,3,98.0,,non défini,non défini,639000,2642,Lyon 3ème,Part Dieu
933,Appartement,3,2,68.0,,non défini,non défini,330000,1369,Lyon 5ème,Point du Jour-Ménival
934,Appartement,4,3,84.0,,non défini,non défini,540000,2234,Lyon 7ème,Gerland
935,Appartement,2,1,80.0,,non défini,non défini,479400,1984,Lyon 2ème,Bellecour-Ainay
936,Appartement,2,1,36.0,,non défini,non défini,292000,1212,Lyon 2ème,Perrache-Le Confluent
937,Appartement,3,2,67.0,,non défini,non défini,476000,1970,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
938,Appartement,3,2,67.0,,non défini,non défini,270000,1122,Lyon 8ème,Transvaal
939,Appartement,3,2,74.0,,non défini,non défini,320000,1328,Lyon 3ème,Sans Souci-Dauphiné
940,Appartement,5,4,97.0,,non défini,non défini,522000,2160,Lyon 9ème,Vaise-Rochecardon-Industrie
941,Appartement,2,1,43.0,,non défini,non défini,284000,1179,Lyon 9ème,Gorge du Loup-Champvert
942,Appartement,5,4,153.0,,non défini,non défini,899000,3714,Lyon 1er,Terreaux
943,Appartement,3,2,52.0,,non défini,non défini,349000,1447,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
944,Appartement,4,3,90.0,,non défini,non défini,245000,1019,Lyon 8ème,Sauvegarder
945,Appartement,5,4,140.0,,non défini,non défini,1750000,7220,Lyon 4ème,Croix Rousse-Gros Caillou
946,Appartement,5,4,124.0,,non défini,non défini,1126788,4652,Lyon 2ème,Perrache-Le Confluent
947,Appartement,2,1,37.0,,non défini,non défini,196000,817,Lyon 7ème,Gerland
948,Appartement,3,2,65.0,,non défini,non défini,227000,944,Lyon 8ème,Sauvegarder
949,Appartement,5,4,198.0,,non défini,non défini,1050000,4336,Lyon 4ème,Croix Rousse-Gros Caillou
950,Appartement,1,,25.0,,non défini,non défini,91638,387,Lyon 3ème,Part Dieu
951,Appartement,6,3,164.0,,non défini,non défini,1250000,5160,Lyon 3ème,La Guillotière Nord
952,Appartement,5,2,151.0,,non défini,non défini,1590000,6561,Lyon 2ème,Bellecour-Ainay
953,Appartement,5,3,117.0,,non défini,non défini,650000,2687,Lyon 1er,Croix Paquet
954,Appartement,5,4,97.0,,non défini,non défini,522000,2160,Lyon 9ème,Vaise-Rochecardon-Industrie
955,Appartement,2,1,45.0,,non défini,non défini,265000,1101,Lyon 4ème,Croix Rousse-Gros Caillou
956,Appartement,5,4,153.0,,non défini,non défini,899000,3714,Lyon 1er,Terreaux
957,Appartement,5,3,117.0,,non défini,non défini,549000,2271,Lyon 1er,Croix Paquet
958,Appartement,5,4,127.0,,non défini,non défini,525000,2172,Lyon 9ème,Sauvegarder
959,Appartement,3,2,78.0,,non défini,non défini,480000,1987,Lyon 3ème,Part Dieu
960,Appartement,5,4,108.0,,non défini,non défini,525000,2172,Lyon 3ème,Villette
961,Appartement,2,1,47.0,,non défini,non défini,205000,854,Lyon 7ème,Gerland
962,Appartement,2,1,32.0,,non défini,non défini,215000,895,Lyon 3ème,Villette
963,Appartement,3,2,97.0,,non défini,non défini,820000,3388,Lyon 1er,Croix Paquet
964,Appartement,5,4,140.0,,non défini,non défini,1750000,7220,Lyon 4ème,Croix Rousse-Gros Caillou
965,Appartement,1,,19.0,,non défini,oui,87000,368,Lyon 7ème,Sauvegarder
966,Appartement,5,4,198.0,,non défini,non défini,1050000,4336,Lyon 4ème,Croix Rousse-Gros Caillou
967,Appartement,1,,25.0,,non défini,non défini,91638,387,Lyon 3ème,Part Dieu
968,Appartement,6,3,164.0,,non défini,non défini,1250000,5160,Lyon 3ème,La Guillotière Nord
969,Appartement,5,2,151.0,,non défini,non défini,1590000,6561,Lyon 2ème,Bellecour-Ainay
970,Appartement,2,1,50.0,,non défini,non défini,399000,1653,Lyon 2ème,Perrache-Le Confluent
971,Appartement,5,3,144.0,,non défini,non défini,895000,3697,Lyon 4ème,Croix Rousse-Gros Caillou
972,Appartement,5,4,115.0,,non défini,non défini,520000,2152,Lyon 4ème,Sauvegarder
973,Appartement,2,1,42.0,,non défini,non défini,204900,853,Lyon 6ème,Sauvegarder
974,Appartement,4,2,105.0,,non défini,non défini,472000,1954,Lyon 9ème,Vaise-Rochecardon-Industrie
975,Appartement,5,4,124.0,,non défini,non défini,1147435,4737,Lyon 2ème,Perrache-Le Confluent
976,Appartement,5,4,96.0,,non défini,non défini,469000,1942,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
977,Appartement,1,,36.0,,non défini,oui,207000,862,Lyon 8ème,Monplaisir-Le Bachut
978,Appartement,4,3,107.0,,non défini,non défini,790000,3264,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
979,Appartement,2,1,68.0,,non défini,non défini,385000,1595,Lyon 2ème,Cordeliers-Célestins-Bourse
980,Appartement,2,1,41.0,,non défini,non défini,235000,977,Lyon 4ème,Croix Rousse-Gros Caillou
981,Appartement,4,3,83.0,,non défini,non défini,310500,1289,Lyon 8ème,Monplaisir-Le Bachut
982,Appartement,5,3,110.0,,non défini,non défini,485000,2008,Lyon 7ème,Gerland
983,Appartement,4,3,112.0,,non défini,non défini,949000,3920,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
984,Appartement,3,2,85.0,,non défini,non défini,500000,2069,Lyon 5ème,Vieux Lyon
985,Appartement,3,2,65.0,,non défini,non défini,402000,1666,Lyon 9ème,Sauvegarder
986,Appartement,3,2,55.0,,non défini,non défini,245000,1019,Lyon 7ème,Jean Macé
987,Appartement,2,1,51.0,,non défini,non défini,350000,1451,Lyon 3ème,Part Dieu
988,Appartement,1,,38.0,4,non défini,non défini,210000,874,Lyon 3ème,Part Dieu
989,Appartement,3,2,77.0,,non défini,non défini,364000,1509,Lyon 1er,Croix Paquet
990,Appartement,5,4,105.0,,non défini,non défini,430000,1781,Lyon 7ème,Gerland
991,Appartement,3,2,78.0,,non défini,non défini,240000,998,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
992,Appartement,3,2,89.0,,non défini,non défini,490000,2028,Lyon 4ème,Croix Rousse-Gros Caillou
993,Appartement,2,1,45.0,,non défini,non défini,220000,916,Lyon 7ème,Jean Macé
994,Appartement,4,3,78.0,,non défini,non défini,345000,1431,Lyon 3ème,Sans Souci-Dauphiné
995,Appartement,3,2,67.0,,non défini,non défini,446000,1847,Lyon 3ème,Montchat
996,Appartement,4,3,94.0,,non défini,non défini,455000,1884,Lyon 3ème,Villette
997,Appartement,2,1,40.0,,non défini,non défini,246500,1025,Lyon 9ème,Vaise-Rochecardon-Industrie
998,Appartement,3,2,67.0,,non défini,non défini,446000,1847,Lyon 3ème,Montchat
999,Appartement,4,3,139.0,,non défini,non défini,970000,4006,Lyon 6ème,Tête d'Or-Foch-Vitton
